instance,gini_clause_size,gini_var_occurrence,gini_lit_occurrence,avg_overlap_vars,avg_overlap_lits
d54fa49729f8fcbc6249a28f47f5e290-iso-ukn002.shuffled-as.sat05-3383,0.262949,0.611555,0.598871,0.371829,0.361624
c4f0fb2f3251746d0be88c4a32079e96-unif-r4.25-v550-c2337-02-S2054206655.used-as.sat04-62,0.0,0.151984,0.215486,0.33462,0.33383
29fddf0a6658045b036cb44a867b0c49-unif-k5-r21.3-v120-c2556-S644655157-049,0.0,0.0532968,0.0769373,0.214026,0.206916
75948565fd4f837af13677214001a3c7-okgen-c2580-v600-s886802816-886802816,0.0,0.153508,0.22069,0.334448,0.333936
b2ce507e3ebf470c21c4d095929b11de-bench_10233.smt2,0.108804,0.275576,0.287676,0.45629,0.403205
36c342091848d5d6a1a8eeb3a8b49b86-rovers1_ks99i.renamed-as.sat05-3971,0.0257522,0.464483,0.683829,0.503126,0.500049
d41a9888454e3d8c637b6961cf03f297-unif-k6-r43.37-v125-c5421-S4483684816378092975,0.0,0.0352393,0.0485672,0.184497,0.175326
d5f849984b840c63e2c9361f33f48398-unif-k3-r4.25-v540-c2295-S1332067449-041,0.0,0.156634,0.215409,0.334697,0.33405
7903561a08d716d02f15c88481fca779-unif-k3-r4.25-v560-c2380-S565763763-051,0.0,0.157378,0.223441,0.334611,0.333888
592f84f2f09515ddcfce546fe0c6d0ce-fdmus_b21_260,0.0929953,0.21112,0.247938,0.488123,0.456599
b73ed958b5a4696c614770aba3c17c4b-fla-qhid-280-1,0.0,0.137529,0.218633,0.335811,0.334765
4b1f3fc17d53cfece8f9624c32d5d823-pyhala-braun-unsat-40-4-02.shuffled,0.0942326,0.205067,0.218116,0.482842,0.415748
b863723866690e3ca90784763fc23f29-BubbleVsPancakeSort_7_5,0.153393,0.437219,0.454271,0.384067,0.355594
8e740e6660a1ec4be93645c7087cf409-rovers1_ks99i.shuffled-as.sat05-4038,0.0257522,0.464483,0.683829,0.503126,0.500049
2fcd8533eba981967292f1b6e41f7433-simon-r20-0.sanitized,0.0723397,0.215738,0.217797,0.446315,0.381575
c97cad88465fc8f0949825bb0ea00b1a-unif-k7-r85.837-v170-c14592-S2258145868227440258,0.0,0.021089,0.0316122,0.158949,0.150673
609ab29d02c73af38b7cb1c6e0de0142-cruxmiter29seed4,0.0954967,0.116448,0.144128,0.535196,0.468198
5f89e528a8c3501359c24b83b8bec7f9-fdmus_b22_420,0.0927568,0.204536,0.241427,0.491429,0.460332
b00fc8d84344592085c10bd94f406e5e-php-035-034.shuffled-as.sat05-1193,0.0268443,0.0,0.471429,0.5,0.5
f4db547d998f3cce959ed79d172c1e6d-unif-c2600-v650-s2035184328,0.0,0.163383,0.232676,0.334453,0.333925
849878639fdefb334f90392a4cfc1548-size_5_5_5_i019_r12,0.129674,0.250531,0.313169,0.46676,0.410167
977bb4c71c72857bb146cccca5047024-satellite3_ks99i.shuffled-as.sat05-4051,0.0135989,0.298004,0.627592,0.500764,0.50001
92e8523bca43c9442df91e7e2683e1b9-x9-03020.sat.sanitized,0.108531,0.045738,0.326662,0.529087,0.49754
762fe687f4c6b34921e27a3ba0d0051d-fdmus_b22_174,0.0928294,0.208127,0.246408,0.491767,0.460575
dd7ee2bf60e28a897d8b02db491f3981-mp1-klieber2017s-0500-024-t12,0.0952809,0.271608,0.320965,0.46112,0.458578
9e5fbb5459c360c9a80f32f2d5074dc2-unif-k5-r21.3-v150-c3195-S1502652578-043.UNKNOWN,0.0,0.0548595,0.073957,0.21107,0.205412
670e284b6fdce4d23e2cff9747700257-iso-icl006.shuffled-as.sat05-3240,0.224717,0.72214,0.601706,0.385654,0.369187
cb907723735deac3c664753c4be24c77-ph12,0.0632859,0.000974511,0.423488,0.5,0.5
2c91a3369964c1261b69c1fdabd0e85f-goldb-heqc-x1mul,0.17831,0.387508,0.424876,0.439413,0.3752
3d2ff574309c3d521a1611afba0f2d6f-unif-k7-r85-v180-c15300-S1358416858-13,0.0,0.023585,0.0332891,0.158026,0.150255
83d287420a4839b0385eb48fa5f679d9-bench_1777.smt2,0.0926855,0.256101,0.253467,0.451173,0.395056
04eeb39d680097817142fe4d52c0e422-stb_767_201.apx_2_DC-ST,0.122311,0.244423,0.455431,0.490989,0.48227
7c6795ba16836c8cff78c8ce672efd08-fdmus_b14_210,0.0924402,0.206059,0.242935,0.49733,0.45817
870cdc3b7c5bcb1ea31d679422ad3b79-unif-k3-r4.2-v14000-c58800-S648763183-023,0.0,0.158164,0.220004,0.333379,0.333356
a7213279dc05d4d6f9dc8c09596a563c-manthey_single-ordered-initialized-w22-b8,0.0838351,0.685612,0.715585,0.362151,0.370054
18deaaf3a5633a6d9ff4ad34b3d42bf9-OKgenerator_s0=32s1=29n=500l=5cp=10000-Dnr0=0nr1=9-o.shuffled-as.sat05-1535,0.0,0.0558366,0.0783221,0.203245,0.201628
221bce653ec364c351c97cb8b5b39d1f-fdmus_b17_1462,0.0939332,0.225211,0.26772,0.491259,0.456847
f3e7597514a30d52ee4cc830468161fe-isqrt1_32,0.0952845,0.17907,0.207037,0.492101,0.460176
084f859b2fa74e16d609c654a6e5fb37-unif-k3-r4.25-v540-c2295-S1404929091-050,0.0,0.157992,0.214217,0.334429,0.3339
8e130a58faecae9a40f0f2dbd0b7796f-mod2c-rand3bip-sat-170-3.shuffled-as.sat05-2415,0.0716294,0.161959,0.165371,0.469016,0.330591
44ab80d376f78495483e45bb8088c3ae-fphp-010-008.shuffled-as.sat05-1213,0.0434389,0.0,0.441176,0.513208,0.5
db88543c607c23efddd8ed3195011fda-mod2-rand3bip-unsat-90-3.shuffled-as.sat05-2596,0.0,0.0,0.0,0.466667,0.333333
6acd5bfa6bf97d4a47b5602b7c5d70b5-aim-200-6_0-yes1-3,0.10157,0.206105,0.204834,0.364389,0.343375
de148f9fee496822a72fbeeeaf89f1c5-unif-k3-r4.26-v500-c2130-S2061684506-048.UNKNOWN,0.0,0.155541,0.219837,0.334728,0.33405
889dae893e744b97d8f567215f9225de-unif-k7-r89-v50-c4450-S1195605559-14.UNSAT.shuffled,0.0,0.0203223,0.0296128,0.206668,0.171742
4c1899ce57d76387d3eff0c0fb41d915-x9-02089.sat.sanitized,0.108598,0.0456974,0.326385,0.529102,0.497489
a02cd379b1b3d1b90e32c8e0363bfb01-dp12u11.shuffled,0.0977857,0.302826,0.287089,0.468742,0.449669
a9914cdc7214ea6799691369309e8267-unif-p12-k3-r4.267-v6000-c25602-S576544832046034583,0.0,0.157348,0.220208,0.33343,0.333375
1eeca6da031f6390218755dac3852313-unif-k5-r21.117-v370-c7813-S8877553557031567703,0.0,0.0539398,0.0768357,0.204381,0.20219
bfe9ead538e157a6846b81c8a6f32d99-unif-k7-r87.79-v124-c10886-S1110701662899637759,0.0,0.0224528,0.032061,0.165482,0.153738
f1566b9c63cd5f0459e2860d02ff4374-OKgenerator_s0=32s1=14n=8000l=3cp=33600-Dnr0=0nr1=7-o.shuffled-as.sat05-1697,0.0,0.157116,0.221233,0.333401,0.333369
7c61be426f173543b3a4ce9bdb57874d-rand_net60-60-10.shuffled,0.0969985,0.158329,0.180385,0.518829,0.469825
b5078bb990fc497dcefc60ac10dcabfe-fla-komb-400-2,0.0,0.14767,0.205667,0.335199,0.334409
c50e0cba8e14add52ca738afc1201c20-modgen-n200-m90860q08c40-5377,0.0,0.159319,0.223216,0.341979,0.33751
6e584074a538ff9a926072affc692650-engine_4_nd,0.272434,0.609921,0.67643,0.474287,0.442722
76cc7af38e60c230fee2fd49737f7375-unif-c2975-v700-s742066348,0.0,0.155545,0.22235,0.334198,0.333731
f4a9a668b7511ed5dab3fd695dbea3af-unif-c2100-v600-s836614652,0.0,0.169121,0.235402,0.334561,0.333884
ded4892ababbfedb27cefd907e6e3b44-x9-12006.sat.sanitized,0.108479,0.0492178,0.328595,0.529032,0.497564
b5e2a6e5fd9fa84b98b8ff7d72174b5e-mot_comb3._red-gate-0.dimacs.seq.filtered,0.114545,0.218404,0.238318,0.544847,0.48895
c8376c67be6a19c61876fa3a32d8af84-hgen5-v100-s1398869456,0.0499483,0.0140617,0.0156431,0.283164,0.282275
16faab63148c3340bfac5bf01ca039f6-unif-r3-v700-c2100-02-S1776031682.shuffled-as.sat03-1106,0.0,0.185848,0.252222,0.33423,0.333687
f2e9dae8d407ea4cd2de6b75bf5f1649-unif-k6-r41.011-v340-c13944-S362913485286903661,0.0,0.0335992,0.049654,0.172948,0.169779
8782e79bbfc80952bbe93c7c1115b195-rphp5_100_shuffled-sc2016,0.0404945,0.609135,0.78774,0.318945,0.313038
581d815f2945c2cfb395f8ef32fe13f6-hgen3-v250-s1676865449,0.0,0.0276312,0.0357143,0.333333,0.333333
cb7ba119fce4e404f7d9e17dc7ad84ae-sp4-33-bin-nons-flat-noid,0.055291,0.390336,0.578808,0.500832,0.5008
5258188979363dadc3b252ad39fa1742-fdmus_b17_431,0.0923743,0.175483,0.214743,0.519091,0.46557
d940903e3e4d61f593e385cecb40a6f5-clqcl_30_10_9.normalised,0.0440138,0.379175,0.665543,0.375521,0.376506
f6b918f71589a2821b2f21131b889109-bench_3042.smt2,0.0949548,0.269952,0.272336,0.448256,0.394627
1ac4409b98c04db09ef369e70f150bd8-unif-k5-r21.3-v100-c2130-S308012126-046,0.0,0.0535042,0.0769803,0.217052,0.208304
f6165e7814deef482d2d53d08e5de4dd-linvrinv6.sat05-565.reshuffled-07,0.0885172,0.195443,0.206045,0.489234,0.401391
a15d19ff5cade88d2eef498b1bf2a2be-x9-03081.sat.sanitized,0.108497,0.0505403,0.329192,0.528997,0.497522
bacb55fe2aa11f3355c3b162f0867928-48bits_12.dimacs,0.169755,0.560855,0.56392,0.34993,0.24198
0674a404bfea717643b7bf30d9f5eefc-x9-11023.sat.sanitized,0.108497,0.0494429,0.328643,0.529023,0.497537
c6a9ed6ac32dc5f7bc28441c9e4b90e6-unif-k7-r85-v160-c13600-S1617760096-16,0.0,0.0212709,0.0321687,0.160061,0.151196
f1b0f98042cd9d8e1af10f2e27167dd7-countbitsrotate032,0.0952723,0.146186,0.180815,0.487222,0.461622
539f85494f9070dc6a617c8b6a6fd09a-jgiraldezlevy.2200.9086.08.40.8,0.0,0.164028,0.23239,0.341753,0.337621
5958665b0c0d032962e286fba37bc3ea-unif2p-p0.8-v2035-c6328-S923582293-10-UNSAT,0.057128,0.191331,0.260231,0.377751,0.377506
2b043efb4bde6d83f7c95a8e8e2d7bf8-simon-r21-0.sanitized,0.0720019,0.216422,0.218482,0.444149,0.380661
b10af4fb3f9874ea0f07ed181e6a802f-x9-12068.sat.sanitized,0.108557,0.0488939,0.328144,0.529035,0.497486
e518a2546859130e69e0c006b6fccc4c-3col40_5_10.shuffled,0.0666133,0.00431571,0.125875,0.608355,0.390244
ee2221351f20dc100bbd063feb674490-unif-k3-r4.25-v420-c1785-S2096960818-049,0.0,0.161089,0.226017,0.334966,0.333974
32a831e921953737150f89a2612897bb-hgen2-v400-s161064952,0.0,0.0306845,0.0357143,0.333333,0.333333
642059ac11f5f9914a2abd88b589a00c-connm-ue-csp-sat-n800-d0.02-s925928766.sat05-538.reshuffled-07,0.00647782,0.196422,0.571772,0.350425,0.351293
3a33c33b7a7fc942d36d3ebf4de61162-fsf-300-354-2-2-3-2.89.opt,0.0666667,0.420831,0.423188,0.349932,0.340617
71536f5a6178dc9a2053f04297cb7a0c-okgen-c1625-v250-s317413490-317413490,0.0,0.119789,0.180539,0.336262,0.334952
e5aed7ae6144ac9ace52d1bcfa640fc8-unif-k7-r89-v60-c5340-S1703611043-077,0.0,0.018196,0.0289067,0.194156,0.166504
faba4e21127d5c9aa6b1edf78853fbda-ferry6_ks99i.shuffled-as.sat05-4064,0.0253913,0.415688,0.652778,0.502229,0.499944
7dfc2b0a00236fbb11bf252b47ed16aa-unif-k3-r4.26-v800-c3408-S1631205309-024.SATISFIABLE,0.0,0.154771,0.220056,0.334133,0.333752
8dab13bee51d1aa103a5f766c3f13709-unif-k5-r20.997-v440-c9239-S3748602646070960612,0.0,0.0551077,0.0792572,0.203687,0.201849
b421c18a16cf8ee859b1606b534c3756-4.shuffled,0.109622,0.247277,0.269608,0.537851,0.468434
e7addace716ccd5c16ff9a5650869465-mp1-klieber2017s-0300-032-t12,0.0953061,0.265368,0.309329,0.461956,0.458608
452e25912539651a054def8e32cd4888-bart12.shuffled,0.223797,0.0720721,0.346847,0.513035,0.527523
f3abc2de3009738eb9fb6e67f3b00d57-unif-c1680-v400-s2068585993,0.0,0.160482,0.226814,0.334984,0.334188
869ca8ec5d8d8c88d4e6d9d207e4a23a-unif-k4-r9.121-v8800-c80265-S1887878917405359265,0.0,0.0918848,0.131142,0.250123,0.250063
98c53d2e6e9cbf4a78a258adc529770a-DLTM_twitter304_77_11,0.0898551,0.363001,0.367472,0.404126,0.390458
d4b34487d867f3c56146c58cef8f7066-ER_500_20_4.apx_1_DS-ST,0.137193,0.234484,0.46867,0.501446,0.496179
fd8135ca8d3e023a118c9cc37b523a36-x9-06041.sat.sanitized,0.108531,0.0470547,0.327321,0.529068,0.497534
7f67e487d099c69bff8d3bac98658cd4-fdmus_b21_146,0.0927706,0.207475,0.245805,0.489551,0.459736
18faad09a2e931cdfb4c8d7b1f2ef35f-rotmul.miter.used-as.sat04-336,0.177929,0.386741,0.414852,0.442032,0.375603
d0bfb17fffc8e65d1ca9da54268209fa-unif-c2000-v400-s213065631,0.0,0.143483,0.208585,0.334914,0.333996
39d7971f9163d6552aac50ef21a4a24b-x9-07041.sat.sanitized,0.108482,0.0499716,0.328962,0.529004,0.497541
d6d18f33828def90d394b4239d04fc9c-unif-r4.5-v500-c2250-02-S2054416750.shuffled-as.sat03-1126,0.0,0.154952,0.215525,0.33477,0.33408
1adda8e364bb01af1e0295606953b6be-unif-c1935-v450-s402823357.shuffled-as.sat03-1713,0.0,0.15581,0.218433,0.334735,0.334028
55b8a9f9aa93925ef4ea71ec47362c74-x9-11035.sat.sanitized,0.108544,0.0454944,0.326494,0.529101,0.497541
d6594305d2beb3f124fa669e50421521-unif-k7-r89-v90-c8010-S818753762-096.UNKNOWN,0.0,0.0226526,0.0335489,0.175066,0.158128
c2c77db86de841aa69674de588c42ab8-unif-k7-r86.395-v150-c12959-S1614461565541840713,0.0,0.0242881,0.0334538,0.161282,0.151768
2722f39c27dc45a989bb52761ed52e50-31_1,0.0698039,0.220628,0.222704,0.427222,0.373559
912df8afbded41500c752c89b5f6f087-unif-k6-r42.696-v240-c10247-S7787832608073647222,0.0,0.0331232,0.0486373,0.17567,0.171091
aee00f604a8f3c1f0e876637f9697f38-unif-k6-r43.37-v200-c8674-S5589942808917381111,0.0,0.030539,0.0478976,0.177504,0.17199
33d74ddc62494bad8f5b2b0b7471b845-unif-k5-r21.3-v75-c1597-S1009664450-096.SATISFIABLE,0.0,0.0583461,0.08401,0.223187,0.211287
52057c06713b8eeb8ede04e8c51d68c1-mp1-rubikcube420,0.0666719,0.390635,0.477095,0.308874,0.304134
58e73745a4af8955a05855fb416bc1a7-battleship-10-10-unsat,0.344498,0.0,0.0263158,0.429936,0.335821
1c4e3f080b3e082c8046a5c44d5c72fd-unif-k3-r4.2-v6000-c25200-S1119314619-090,0.0,0.158162,0.220443,0.33344,0.333389
77bdb4ec9c42195e0763fc744aac8778-okgen-c2025-v450-s35766214-35766214.shuffled-as.sat03-1706,0.0,0.151909,0.217012,0.334863,0.334242
6143a370e17495274ed72b4ad1a3d8bf-ferry12.shuffled-as.sat03-382,0.0916808,0.360489,0.497175,0.512089,0.497916
4073757aae06fc2b50c043f088b132b4-simon-r19-1.sanitized,0.0727122,0.21507,0.217127,0.448373,0.382452
ce940e75d2337d28b6bc938cf906ff7e-gencnf-k10-r720-v50-c36000-03-S999535890.shuffled-as.sat03-1730,0.0,0.00583589,0.0149563,0.217988,0.149839
82a38191740dd8fa235f56856ace5b25-x9-03061.sat.sanitized,0.108387,0.0548467,0.331729,0.528912,0.49757
745320f88ca9ab522dd9e368d776dcd0-unif-k7-r87.79-v152-c13344-S5711904626256400843,0.0,0.0234654,0.0320632,0.161009,0.151633
81b39921cc6d01968d3093451be12d15-bench_17518.smt2,0.106509,0.276041,0.288057,0.451598,0.401797
cbc991817cf139681b3944d86ca6308f-unif-k5-r20-v1100-c22000-S422410882-13,0.0,0.0569356,0.0772877,0.201456,0.200718
9cb5e0336e6b6492736f56b64526ccf0-OKgenerator_s0=32s1=24n=120l=7cp=10200-Dnr0=0nr1=9-o.shuffled-as.sat05-1583,0.0,0.0208957,0.0315363,0.166301,0.154109
02bc149bbe801807912f651c7bad3e74-dead-dnd008.shuffled-as.sat05-3114,0.312242,0.48438,0.587832,0.365917,0.354874
8027884a0aef84ca9536cf1a84b22173-tseitingrid6x190_shuffled,0.0,0.0,0.0,0.384615,0.318182
d1c1a1d639006b3510d64931082a4722-OKgenerator_s0=32s1=2n=2000l=3cp=8400-Dnr0=0nr1=6-o.shuffled-as.sat05-1662,0.0,0.155678,0.218519,0.333656,0.333498
80fda4428b203dc176513f1c6001b48f-fla-komb-500-5,0.0,0.133189,0.195302,0.334461,0.33395
6915befdb82711e06d88b5472586ab2f-grid_05_10.shuffled,0.0466573,0.118166,0.137251,0.326287,0.460215
3184e52e950ac39095a801c418f68d50-mdp-28-10-unsat,0.0858532,0.486278,0.48912,0.322948,0.285697
31b52a09a9c60eaf6b46a5778c8bf9ff-hitag2-7-60-0-0x5f8ec0ffa4b15c6-25,0.143442,0.557849,0.549015,0.256696,0.226087
b6d5232ad4dd1321f26d668b4b918a06-unif-k5-r20-v1250-c25000-S269694958-008-UNKNOWN,0.0,0.0557847,0.0783428,0.201289,0.200641
929d47b76e01f01d48907c675cf0e74b-unif-c1470-v350-s675612104,0.0,0.155256,0.226605,0.335041,0.334172
d0364ea3e1680c6da7e982e6b0264af6-new-difficult-26-243-24-70,0.00733642,0.138319,0.561207,0.50075,0.5
13779bedf89fe0808238370fd63ff078-unif-k6-r42.359-v260-c11013-S7975869128085686111,0.0,0.0329976,0.049266,0.174932,0.170742
442acd8addeff7de83f628ce9eb917f4-unif-k7-r89-v60-c5340-S1772751287-054,0.0,0.0214411,0.0293361,0.194191,0.166508
788f332dde71154af1551e5a765bf32b-unif-k7-r89-v65-c5785-S2142794689-088,0.0,0.0185527,0.0308408,0.189542,0.164543
2f92b5e8c11cd0c74cb595bafef90c1a-bench_16684.smt2,0.106902,0.276547,0.286075,0.451151,0.401844
fee6dec07fe03d963b125435c215664d-ezfact16_2.shuffled,0.0648641,0.139958,0.144992,0.42488,0.35101
5c54a96de5bbfbfe9152afbc8822588d-cliquecoloring_n60_k5_c4,0.0563465,0.528476,0.721022,0.395584,0.396182
687d3ac645f05ea381091ab1536bd24a-tseitingrid7x165_shuffled,0.0,0.0,0.0,0.384615,0.318182
865f5ab5af80a97daf63c912136475e9-glassy-v300-s1412048940,0.0,0.000707648,0.124068,0.335264,0.334187
ad0f72986f725741b100920bb07f5ea4-ferry6_v01a.shuffled-as.sat05-4065,0.136164,0.280712,0.481979,0.51566,0.500868
a1158a2d8c8a1c6da02c2c4fcb32337f-6s158_Iter2,0.0516882,0.180202,0.182793,0.451306,0.391442
61069e0e3339af80000b774a041b7d96-constraints_18_0.3_2.sanitized,0.437937,0.733536,0.865684,0.343321,0.338743
fd740fd0dd864d2d11bca397077367fb-unif-k4-r9.931-v1490-c14797-S4870999669626952114,0.0,0.0904473,0.126069,0.250757,0.250383
bd6069a779d7103bf5c9e4348c5d5291-bf1355-597,0.127306,0.246215,0.301272,0.48948,0.46575
54ab7029649dd487fa4efa5df048221d-hid-uns-enc-9-1-0-0-0-0-24642,0.376255,0.275086,0.389205,0.356451,0.313539
e340bcc966358bdf66fbe7d50ef90e93-fdmus_b22_636,0.0922761,0.193362,0.226696,0.496718,0.458505
1f215812371f0c428eb1f1e51f9f23d7-20_2,0.0723397,0.215738,0.217797,0.446315,0.381575
c13a6b143d788d54bcf018101d3ee4ce-3col240_5_9.shuffled,0.0570943,0.000770882,0.12516,0.601417,0.383682
457a2401f2a59f416c253bfef8ccb033-glassyb-v600-s1008708889,0.0,0.0,0.148938,0.334405,0.333762
4b23ab2cc2fc9429a213cc6712919cc3-WS_400_24_90_10.apx_1_DC-ST,0.120922,0.232986,0.449404,0.493231,0.484913
94b6f054a2e8282bbb968a04be8a2868-php-035-035.shuffled-as.sat05-1165,0.0268936,0.0,0.471429,0.5,0.5
3ffa74248dfba43a0885c02b9ee72ab0-lksat-n1000-m6860-k4-l4-s1935114289.used-as.sat04-922,0.0,0.27515,0.278778,0.289885,0.273892
e4e26100eb36aedf90963e2d329882c6-okgen-c1950-v300-s1260821077-1260821077,0.0,0.118693,0.174481,0.335494,0.334156
a94340df4ef860085535c86982912993-c6288-s.shuffled,0.0953778,0.169648,0.194491,0.514457,0.447234
d2528d707d36e76d0230ed6918c97345-sted5_0x1e3-120,0.0701276,0.353094,0.364456,0.506756,0.343314
78bf6e10214242f0d620cb7e1737a942-fdmus_b15_470,0.0939469,0.226098,0.268945,0.490818,0.456573
e6fa742b79063891dac74b0b90f80e90-em_8_4_5_exp,0.167342,0.287842,0.515353,0.417292,0.43106
a407de3f598d0d04bbc0c39ca4f09195-hidden-k3-s0-r5-n550-03-S76268464.shuffled-as.sat03-967,0.0,0.143078,0.203278,0.334585,0.33395
722ed96e9f0b662db96fee9037eb674b-x9-04064.sat.sanitized,0.108497,0.0484706,0.328157,0.529048,0.497557
647b513875ece3e3e4bdfaa3a8aaa881-unif-k3-r4.25-v380-c1615-S1036996799-006,0.0,0.159126,0.223818,0.33488,0.334132
01653db16d6cedc27f5314d680efc055-fla-komb-220-5,0.0,0.134867,0.201763,0.336226,0.334674
aeba8c7aa0b49f275168d3c1d39c3472-gt-045.shuffled-as.sat05-1310,0.0108823,0.0222222,0.164122,0.339305,0.336391
b97c1d9626252762b9ea4d395da2d213-unif-k7-r89-v80-c7120-S839353433-100.UNKNOWN,0.0,0.0202909,0.029459,0.179623,0.16016
1b14628a6605fc607c6d99d3d783251a-full-bf-ga-7-ce,0.0785,0.247286,0.329427,0.485313,0.44235
4f0f49db3774d5f92f5c97e83cda577d-unif-k5-r21.3-v100-c2130-S1707873242-085,0.0,0.050646,0.0723052,0.217162,0.208498
6d35bab4302bc221fa2c9234547b848b-contest04-lksat-n1100-m7545-k4-l4-s310659001.sat05-524.reshuffled-07,0.0,0.266762,0.26498,0.289917,0.274024
95dbfcdf4b66b8d90bf9122895bcc5d1-unif2p-p0.7-v6500-c17355-S365559754-09-UNSAT,0.0777757,0.207501,0.273148,0.399349,0.399242
3ff263696219ca9e301b0a1b345eb9aa-SCPC-500-4,0.530635,0.117773,0.278056,0.327899,0.162337
ca8cadad164da4e0cb1bc9555e06d8dd-5cnf_4300_4300_120.shuffled,0.0143729,0.00665387,0.00916076,0.21984,0.212796
d463cde65566698aac22e9d759717669-bench_1692.smt2,0.0917158,0.253695,0.252025,0.452005,0.395268
e94db4c1251df6a108bd27a2114ee4f2-unif-c2762-v650-s1036758045,0.0,0.158206,0.221397,0.334371,0.333889
df43e01f85b300f397c69231da20ef14-unif-k6-r43.033-v220-c9467-S7571503207288477021,0.0,0.0370113,0.0500869,0.176512,0.171495
60b0a1336dcb67d0efc8802ae8459680-hgen2-v600-s1052112714,0.0,0.0301011,0.0357143,0.333333,0.333333
258717cd6e2a60ca20772bf429f2454a-unif-k3-r4.25-v520-c2210-S149116968-021,0.0,0.152216,0.209561,0.334414,0.334022
374a4ad84d28ffe2543dfdb028719de8-x1_24.shuffled,0.00355844,0.00698869,0.00698869,0.468984,0.334944
8af30680e9329ae30c2cdbece636c470-simon-r23-0.sanitized,0.0714125,0.217546,0.21961,0.440255,0.379019
6232af7eb37c037b8eaa8f3b9ebc51e8-unif-k4-r9.931-v2150-c21352-S1954158040251679976,0.0,0.0887564,0.125854,0.250531,0.250266
831abfb448989d411ba2c01c60847cca-PancakeVsSelectionSort_7_5,0.161416,0.44032,0.459141,0.381593,0.355424
6cfbe489e6f5c5c7de4d901f1e56d3ce-x9-02000.sat.sanitized,0.108387,0.051546,0.330078,0.528969,0.497604
fa05772d2fc50a8164e1ab65234746d3-bench_2686.smt2,0.0945465,0.269019,0.271608,0.447794,0.394173
a405aa15eb2c944245e36038724303b6-rphp4_115_shuffled,0.0319683,0.594101,0.781601,0.338706,0.333419
254b81bfaf8d42d2d8e70c25c5657158-5col160_15_3.shuffled,0.0367012,0.000235821,0.189395,0.552412,0.328387
332ee8f41b8b5ad654d3e917f9884d42-unif-k5-r20.876-v580-c12108-S9169153822035007037,0.0,0.0534458,0.0766211,0.202778,0.201368
20840b5020649385e3f8f4965de7a123-hantzsche_wendt_unit_83,0.145985,0.250339,0.266443,0.464137,0.414228
49623d2ed26bc5dbe1f04ca23925dfca-unif-c1935-v450-s1210424006,0.0,0.154094,0.217513,0.334758,0.33396
432824ee785f6a2c6b8a749128f2506c-fdmus_b21_241,0.0930067,0.211209,0.248041,0.488747,0.456909
9fe43145e48a0ef0096bb72531f1a0e3-16_1,0.0741007,0.212375,0.214427,0.455598,0.385542
17ee4a2e06027f28248fef4609756018-SCPC-500-3,0.528213,0.12263,0.275798,0.329737,0.165056
01843a0195183ca14246a88bf7bad482-smulo016,0.0953377,0.141524,0.179796,0.505064,0.456333
7e907213ef14b5397f461e9c4d434217-x9-11029.sat.sanitized,0.108477,0.0494939,0.328738,0.529012,0.497548
40df427d4e647d618d85bce6e35635e2-unif-c1062-v250-s6675872,0.0,0.159154,0.219536,0.335978,0.334649
4cbbd25556b99c125b6adaf0d974627e-unif-c1225-v350-s1067518127,0.0,0.166038,0.242479,0.335079,0.334196
1575dcf4547f5854850b971013683c37-edit_distance007_85,0.0539515,0.551394,0.59235,0.346707,0.344521
29eb0dfd17610e37e9609b9ac2acd494-unif-k7-r87.79-v59-c5180-S4598263045937314325,0.0,0.0222452,0.032719,0.195216,0.166911
9920cb2496d746d92d408b5f49ddee8e-fdmus_b17_883,0.0933348,0.205594,0.247058,0.487586,0.46004
5ed5dcc28189a7bd247a01f5653abb14-3pipe_2_ooo,0.273715,0.558756,0.62173,0.478129,0.460045
368a88d028d844b913a1c28df38ea92f-x9-04066.sat.sanitized,0.108548,0.0482139,0.327836,0.529057,0.497512
fda6ca467c5e2d2cd3f02fbcde359961-complete-300-0.1-7-9876543213007,0.584137,0.485403,0.642109,0.289181,0.137625
ba5e24d54530b8e518feca1f0371b778-3col160_5_2.shuffled,0.0580624,0.00114856,0.125238,0.602122,0.384345
fb00d8ec3a240d16cb8a18a3ca42e7b3-gencnf-k4-r9.88-v155-c1531-01-S1003715042.shuffled-as.sat03-1733,0.0,0.090725,0.129761,0.257441,0.253877
3427bd8ee32f3fa4bca4430f24085059-unif-r4.5-v900-c4050-05-S603298710.used-as.sat04-145,0.0,0.152117,0.215092,0.334062,0.33365
df195742701dba8fa6c5cf9556b616ca-x9-05013.sat.sanitized,0.108635,0.0453118,0.326038,0.529124,0.49747
79fe7c2f15f67d7b64df0030bb381d91-fdmus_b17_876,0.0933655,0.205959,0.247468,0.487979,0.461479
51e85f59e2874e2fb690d4c2177d5565-bench_2835.smt2,0.0947507,0.269463,0.271693,0.448247,0.394499
958bd8d57b798a5ab0b4909f957df8c1-x9-05088.sat.sanitized,0.108558,0.0471645,0.327273,0.529071,0.497508
7b3425f727a8d4fe9d524ad0c638cb47-battleship-14-14-unsat,0.38529,0.000374214,0.0189017,0.421232,0.320268
144ea08141644f262848c91e74653725-C202_FW_SZ_61,0.347064,0.854191,0.834142,0.388432,0.375176
5dc5110e718c01ae562db5f93acaa5c8-bench_3492.smt2,0.0882334,0.251896,0.258217,0.443291,0.392889
